,bed,bath,sqft,type,laundry,parking,cats,dogs,furnished,nosmoke,wheelchair,img,words,link
https://sfbay.craigslist.org/nby/apa/d/charming-lower-unit-duplex-in/6544827101.html,2BR,1Ba,available apr 15,duplex,2,6,0,0,0,1,0,11,135,https://sfbay.craigslist.org/nby/apa/d/charming-lower-unit-duplex-in/6544827101.html
https://sfbay.craigslist.org/nby/apa/d/charming-tri-level-home/6569234581.html,2BR,1Ba,1500ft2,house,5,6,1,0,0,0,0,15,146,https://sfbay.craigslist.org/nby/apa/d/charming-tri-level-home/6569234581.html
https://sfbay.craigslist.org/nby/apa/d/charming-upgraded-vintage-4/6569285862.html,4BR,3Ba,2838ft2,house,2,5,0,0,0,0,0,16,165,https://sfbay.craigslist.org/nby/apa/d/charming-upgraded-vintage-4/6569285862.html
https://sfbay.craigslist.org/nby/apa/d/check-out-this-huge-deal-1/6569276882.html,1BR,1Ba,870ft2,apartment,5,0,1,1,0,1,0,19,329,https://sfbay.craigslist.org/nby/apa/d/check-out-this-huge-deal-1/6569276882.html
https://sfbay.craigslist.org/nby/apa/d/clean-spacious-new-studio/6564660470.html,0BR,1Ba,available apr 18,manufactured,2,2,0,0,0,0,0,10,111,https://sfbay.craigslist.org/nby/apa/d/clean-spacious-new-studio/6564660470.html
https://sfbay.craigslist.org/nby/apa/d/close-to-all/6569033184.html,2BR,1Ba,available apr 15,apartment,2,4,1,0,0,0,0,6,48,https://sfbay.craigslist.org/nby/apa/d/close-to-all/6569033184.html
https://sfbay.craigslist.org/nby/apa/d/close-to-allkaiser-autodesk/6562774952.html,2BR,1Ba,available apr 18,apartment,2,4,1,0,0,0,0,6,52,https://sfbay.craigslist.org/nby/apa/d/close-to-allkaiser-autodesk/6562774952.html
https://sfbay.craigslist.org/nby/apa/d/come-check-out-our-1x1s/6549357005.html,1BR,1Ba,available apr 19,apartment,2,4,1,1,0,1,0,11,431,https://sfbay.craigslist.org/nby/apa/d/come-check-out-our-1x1s/6549357005.html
https://sfbay.craigslist.org/nby/apa/d/comfortable-two-story-home/6557336346.html,2BR,1.5Ba,available feb 10,house,3,6,0,0,0,0,0,8,210,https://sfbay.craigslist.org/nby/apa/d/comfortable-two-story-home/6557336346.html
https://sfbay.craigslist.org/nby/apa/d/community-bbq-designer/6559247444.html,2BR,2Ba,1215ft2,apartment,0,0,0,0,0,0,0,9,233,https://sfbay.craigslist.org/nby/apa/d/community-bbq-designer/6559247444.html
https://sfbay.craigslist.org/nby/apa/d/community-bbq-modern-mirrored/6559578578.html,2BR,2Ba,886ft2,apartment,0,0,0,0,0,0,0,9,240,https://sfbay.craigslist.org/nby/apa/d/community-bbq-modern-mirrored/6559578578.html
https://sfbay.craigslist.org/nby/apa/d/community-garden-pool-gym/6558108509.html,2BR,2Ba,available may 19,apartment,5,4,1,1,0,1,0,10,313,https://sfbay.craigslist.org/nby/apa/d/community-garden-pool-gym/6558108509.html
https://sfbay.craigslist.org/nby/apa/d/commuting-is-breeze-youll/6553622156.html,1BR,1Ba,available apr 18,apartment,2,4,1,1,0,0,0,10,206,https://sfbay.craigslist.org/nby/apa/d/commuting-is-breeze-youll/6553622156.html
https://sfbay.craigslist.org/nby/apa/d/cozy-and-bright-hillside/6564711761.html,1BR,1Ba,500ft2,cottage/cabin,2,3,0,0,0,1,0,6,169,https://sfbay.craigslist.org/nby/apa/d/cozy-and-bright-hillside/6564711761.html
https://sfbay.craigslist.org/nby/apa/d/crown-molding-high-speed/6567037625.html,1BR,1Ba,650ft2,apartment,0,0,0,0,0,0,0,9,238,https://sfbay.craigslist.org/nby/apa/d/crown-molding-high-speed/6567037625.html
https://sfbay.craigslist.org/nby/apa/d/custom-everything/6568961863.html,2BR,1Ba,880ft2,apartment,5,4,1,1,0,1,0,4,129,https://sfbay.craigslist.org/nby/apa/d/custom-everything/6568961863.html
https://sfbay.craigslist.org/nby/apa/d/darling-2-bdrm-12-bath-house/6562888682.html,2BR,2Ba,available may 15,house,5,4,1,0,0,1,0,14,62,https://sfbay.craigslist.org/nby/apa/d/darling-2-bdrm-12-bath-house/6562888682.html
https://sfbay.craigslist.org/nby/apa/d/desilva-island-townhome/6561028811.html,2BR,3Ba,1898ft2,townhouse,5,5,1,1,0,1,0,21,614,https://sfbay.craigslist.org/nby/apa/d/desilva-island-townhome/6561028811.html
https://sfbay.craigslist.org/nby/apa/d/dishwasher-assigned-garage/6569505393.html,1BR,1Ba,650ft2,apartment,0,0,0,0,0,0,0,9,247,https://sfbay.craigslist.org/nby/apa/d/dishwasher-assigned-garage/6569505393.html
https://sfbay.craigslist.org/nby/apa/d/dishwasher-spacious-pantry/6565705571.html,3BR,2Ba,1156ft2,apartment,0,0,0,0,0,0,0,9,246,https://sfbay.craigslist.org/nby/apa/d/dishwasher-spacious-pantry/6565705571.html
https://sfbay.craigslist.org/nby/apa/d/east-petaluma-3br-2ba-1882-sq/6569297333.html,3BR,2Ba,1882ft2,house,3,6,0,0,0,1,0,17,44,https://sfbay.craigslist.org/nby/apa/d/east-petaluma-3br-2ba-1882-sq/6569297333.html
https://sfbay.craigslist.org/nby/apa/d/easy-access-to-the-101/6569513599.html,1BR,1Ba,806ft2,apartment,5,4,1,1,0,1,0,21,239,https://sfbay.craigslist.org/nby/apa/d/easy-access-to-the-101/6569513599.html
https://sfbay.craigslist.org/nby/apa/d/fabulous-1-bedw-dbeautiful/6553941441.html,1BR,1Ba,available may 8,apartment,5,4,1,1,0,1,0,10,310,https://sfbay.craigslist.org/nby/apa/d/fabulous-1-bedw-dbeautiful/6553941441.html
https://sfbay.craigslist.org/nby/apa/d/fabulous-2x1-available-soon/6544922526.html,2BR,1Ba,available apr 19,apartment,2,4,1,1,0,1,0,11,355,https://sfbay.craigslist.org/nby/apa/d/fabulous-2x1-available-soon/6544922526.html
https://sfbay.craigslist.org/nby/apa/d/fantastic-2-level-tiburon/6569405994.html,2BR,2Ba,available may 1,apartment,5,6,0,0,0,0,0,16,240,https://sfbay.craigslist.org/nby/apa/d/fantastic-2-level-tiburon/6569405994.html
https://sfbay.craigslist.org/nby/apa/d/faux-wood-flooring-high-speed/6561892405.html,1BR,1Ba,650ft2,apartment,0,0,0,0,0,0,0,9,241,https://sfbay.craigslist.org/nby/apa/d/faux-wood-flooring-high-speed/6561892405.html
https://sfbay.craigslist.org/nby/apa/d/faux-wood-flooring-public/6569186459.html,2BR,2Ba,1021ft2,apartment,0,0,0,0,0,0,0,9,243,https://sfbay.craigslist.org/nby/apa/d/faux-wood-flooring-public/6569186459.html
https://sfbay.craigslist.org/nby/apa/d/find-your-new-2br-2ba/6569289552.html,2BR,2Ba,1277ft2,townhouse,5,6,1,1,0,1,0,7,303,https://sfbay.craigslist.org/nby/apa/d/find-your-new-2br-2ba/6569289552.html
https://sfbay.craigslist.org/nby/apa/d/flex-lease-elegantly/6554444592.html,4BR,3Ba,4000ft2,house,5,6,0,1,1,1,0,16,739,https://sfbay.craigslist.org/nby/apa/d/flex-lease-elegantly/6554444592.html
https://sfbay.craigslist.org/nby/apa/d/free-wi-fi-garden-apt-granite/6569113309.html,2BR,2Ba,900ft2,apartment,2,4,0,0,0,1,0,6,93,https://sfbay.craigslist.org/nby/apa/d/free-wi-fi-garden-apt-granite/6569113309.html
https://sfbay.craigslist.org/nby/apa/d/free-wi-fi-garden-apt-granite/6569113964.html,1BR,1Ba,600ft2,apartment,2,4,0,0,0,0,0,6,78,https://sfbay.craigslist.org/nby/apa/d/free-wi-fi-garden-apt-granite/6569113964.html
https://sfbay.craigslist.org/nby/apa/d/fully-equipped-fitness-center/6567644769.html,2BR,2Ba,1210ft2,apartment,5,4,1,1,0,1,0,8,234,https://sfbay.craigslist.org/nby/apa/d/fully-equipped-fitness-center/6567644769.html
https://sfbay.craigslist.org/nby/apa/d/fully-equipped-fitness-center/6569271908.html,2BR,2Ba,1210ft2,apartment,5,4,1,1,0,1,0,9,239,https://sfbay.craigslist.org/nby/apa/d/fully-equipped-fitness-center/6569271908.html
https://sfbay.craigslist.org/nby/apa/d/fully-equipped-fitness-center/6569374347.html,2BR,2Ba,1021ft2,apartment,0,0,0,0,0,0,0,9,248,https://sfbay.craigslist.org/nby/apa/d/fully-equipped-fitness-center/6569374347.html
https://sfbay.craigslist.org/nby/apa/d/furnished-2-br-2ba-house-in/6569445224.html,2BR,2Ba,1400ft2,house,5,4,1,0,1,1,0,24,332,https://sfbay.craigslist.org/nby/apa/d/furnished-2-br-2ba-house-in/6569445224.html
https://sfbay.craigslist.org/nby/apa/d/furnished-3-bedroom-townhouse/6569252079.html,3BR,2.5Ba,available mar 6,townhouse,3,6,0,0,0,0,0,12,83,https://sfbay.craigslist.org/nby/apa/d/furnished-3-bedroom-townhouse/6569252079.html
https://sfbay.craigslist.org/nby/apa/d/furnished-single-family-house/6563197118.html,3BR,2.5Ba,available apr 1,house,5,3,0,0,1,1,0,20,71,https://sfbay.craigslist.org/nby/apa/d/furnished-single-family-house/6563197118.html
https://sfbay.craigslist.org/nby/apa/d/furnished-studio-great/6568931413.html,0BR,1Ba,available apr 23,apartment,2,2,1,1,1,1,1,6,300,https://sfbay.craigslist.org/nby/apa/d/furnished-studio-great/6568931413.html
https://sfbay.craigslist.org/nby/apa/d/furnishedmove-in-read-2br-2ba/6561830041.html,2BR,2Ba,2090ft2,house,2,2,0,0,1,1,0,22,338,https://sfbay.craigslist.org/nby/apa/d/furnishedmove-in-read-2br-2ba/6561830041.html
https://sfbay.craigslist.org/nby/apa/d/furnishedmove-in-ready-2br/6561830893.html,2BR,2Ba,2090ft2,house,2,2,0,0,1,1,0,22,338,https://sfbay.craigslist.org/nby/apa/d/furnishedmove-in-ready-2br/6561830893.html
https://sfbay.craigslist.org/nby/apa/d/gated-estate-private-quiet/6563567277.html,2BR,2Ba,2100ft2,house,4,2,0,0,1,1,0,24,254,https://sfbay.craigslist.org/nby/apa/d/gated-estate-private-quiet/6563567277.html
https://sfbay.craigslist.org/nby/apa/d/gated-home-on-acreage-with/6569179598.html,4BR,3Ba,2342ft2,house,5,6,0,0,0,0,0,11,225,https://sfbay.craigslist.org/nby/apa/d/gated-home-on-acreage-with/6569179598.html
https://sfbay.craigslist.org/nby/apa/d/gated-san-rafael-estate/6564784160.html,4BR,3.5Ba,5164ft2,house,5,5,0,0,0,0,0,22,704,https://sfbay.craigslist.org/nby/apa/d/gated-san-rafael-estate/6564784160.html
https://sfbay.craigslist.org/nby/apa/d/get-it-before-its-gone/6563097062.html,1BR,1Ba,640ft2,apartment,2,4,1,1,0,1,0,7,174,https://sfbay.craigslist.org/nby/apa/d/get-it-before-its-gone/6563097062.html
https://sfbay.craigslist.org/nby/apa/d/gorgeous-and-modern-3x25-home/6569153071.html,3BR,2.5Ba,2039ft2,house,5,6,0,0,0,0,0,16,183,https://sfbay.craigslist.org/nby/apa/d/gorgeous-and-modern-3x25-home/6569153071.html
https://sfbay.craigslist.org/nby/apa/d/gorgeous-four-bedroom-house/6569184096.html,4BR,2.5Ba,2991ft2,house,5,6,0,0,0,0,0,7,175,https://sfbay.craigslist.org/nby/apa/d/gorgeous-four-bedroom-house/6569184096.html
https://sfbay.craigslist.org/nby/apa/d/gorgeous-magical-nature/6569419996.html,3BR,5Ba,available apr 1,apartment,4,6,0,0,1,1,1,10,294,https://sfbay.craigslist.org/nby/apa/d/gorgeous-magical-nature/6569419996.html
https://sfbay.craigslist.org/nby/apa/d/gorgeous-private-home-with/6557343903.html,5BR,3.5Ba,4000ft2,house,5,6,0,0,0,1,0,12,377,https://sfbay.craigslist.org/nby/apa/d/gorgeous-private-home-with/6557343903.html
https://sfbay.craigslist.org/nby/apa/d/gorgeous-remodeled-1-bdrm-apt/6558303954.html,1BR,1Ba,650ft2,apartment,2,0,0,0,0,1,0,14,154,https://sfbay.craigslist.org/nby/apa/d/gorgeous-remodeled-1-bdrm-apt/6558303954.html
https://sfbay.craigslist.org/nby/apa/d/gorgeous-renovated-spacious/6569382457.html,2BR,2Ba,928ft2,apartment,5,2,1,1,0,1,0,9,207,https://sfbay.craigslist.org/nby/apa/d/gorgeous-renovated-spacious/6569382457.html
https://sfbay.craigslist.org/nby/apa/d/gorgeous-updated-top-floor/6569168723.html,1BR,1Ba,700ft2,townhouse,5,4,1,1,0,1,0,8,198,https://sfbay.craigslist.org/nby/apa/d/gorgeous-updated-top-floor/6569168723.html
https://sfbay.craigslist.org/nby/apa/d/gorgeous-vintage-view-home/6564312457.html,4BR,4Ba,3401ft2,house,5,5,1,1,0,1,0,24,666,https://sfbay.craigslist.org/nby/apa/d/gorgeous-vintage-view-home/6564312457.html
https://sfbay.craigslist.org/nby/apa/d/gorgeously-updated-1x1/6569461218.html,1BR,1Ba,available may 17,apartment,0,0,0,0,0,0,0,6,250,https://sfbay.craigslist.org/nby/apa/d/gorgeously-updated-1x1/6569461218.html
https://sfbay.craigslist.org/nby/apa/d/gourmet-kitchen-with/6567611522.html,1BR,1Ba,716ft2,apartment,0,0,0,0,0,0,0,9,244,https://sfbay.craigslist.org/nby/apa/d/gourmet-kitchen-with/6567611522.html
https://sfbay.craigslist.org/nby/apa/d/gourmet-kitchen-with/6569183074.html,1BR,1Ba,716ft2,apartment,0,0,0,0,0,0,0,9,243,https://sfbay.craigslist.org/nby/apa/d/gourmet-kitchen-with/6569183074.html
https://sfbay.craigslist.org/nby/apa/d/grab-this-spectacular-view/6569460930.html,1BR,1Ba,650ft2,apartment,5,0,1,1,0,1,0,20,517,https://sfbay.craigslist.org/nby/apa/d/grab-this-spectacular-view/6569460930.html
https://sfbay.craigslist.org/nby/apa/d/great-2-storey-4br-3ba-napa/6569356135.html,4BR,3Ba,available may 15,apartment,0,6,0,0,0,0,0,23,140,https://sfbay.craigslist.org/nby/apa/d/great-2-storey-4br-3ba-napa/6569356135.html
https://sfbay.craigslist.org/nby/apa/d/great-apartments-located-in/6569506549.html,2BR,1.5Ba,1028ft2,apartment,2,3,1,1,0,1,1,9,120,https://sfbay.craigslist.org/nby/apa/d/great-apartments-located-in/6569506549.html
https://sfbay.craigslist.org/nby/apa/d/great-areavery-clean-and/6569116780.html,3BR,2Ba,1170ft2,house,2,6,0,0,0,0,0,11,113,https://sfbay.craigslist.org/nby/apa/d/great-areavery-clean-and/6569116780.html
https://sfbay.craigslist.org/nby/apa/d/great-house-with-view/6564001145.html,2BR,1.5Ba,1700ft2,house,3,2,1,1,0,1,0,14,348,https://sfbay.craigslist.org/nby/apa/d/great-house-with-view/6564001145.html
https://sfbay.craigslist.org/nby/apa/d/great-petaluma-location-great/6569398718.html,2BR,1.5Ba,1028ft2,apartment,2,3,1,1,0,1,1,8,114,https://sfbay.craigslist.org/nby/apa/d/great-petaluma-location-great/6569398718.html
https://sfbay.craigslist.org/nby/apa/d/great-remodeled-4-bed-3-bath/6568871626.html,4BR,3Ba,2100ft2,apartment,5,6,0,0,0,1,1,16,258,https://sfbay.craigslist.org/nby/apa/d/great-remodeled-4-bed-3-bath/6568871626.html
https://sfbay.craigslist.org/nby/apa/d/ground-floor-single-level-2/6563645860.html,2BR,1Ba,available apr 17,apartment,2,2,0,0,0,1,0,10,293,https://sfbay.craigslist.org/nby/apa/d/ground-floor-single-level-2/6563645860.html
https://sfbay.craigslist.org/nby/apa/d/guest-parking-faux-wood/6567594504.html,1BR,1Ba,852ft2,apartment,5,4,1,1,0,1,0,8,237,https://sfbay.craigslist.org/nby/apa/d/guest-parking-faux-wood/6567594504.html
https://sfbay.craigslist.org/nby/apa/d/high-speed-cable-and-internet/6567666804.html,2BR,2Ba,1021ft2,apartment,0,0,0,0,0,0,0,9,245,https://sfbay.craigslist.org/nby/apa/d/high-speed-cable-and-internet/6567666804.html
https://sfbay.craigslist.org/nby/apa/d/high-speed-cable-and-internet/6569397562.html,1BR,1Ba,852ft2,apartment,5,4,1,1,0,1,0,9,242,https://sfbay.craigslist.org/nby/apa/d/high-speed-cable-and-internet/6569397562.html
https://sfbay.craigslist.org/nby/apa/d/higher-quality-of-living-come/6558102023.html,2BR,1Ba,available apr 27,apartment,5,4,1,1,0,1,0,11,317,https://sfbay.craigslist.org/nby/apa/d/higher-quality-of-living-come/6558102023.html
https://sfbay.craigslist.org/nby/apa/d/higher-quality-of-living-come/6561306247.html,2BR,1Ba,available apr 27,apartment,5,4,1,1,0,1,0,9,316,https://sfbay.craigslist.org/nby/apa/d/higher-quality-of-living-come/6561306247.html
https://sfbay.craigslist.org/nby/apa/d/house-for-rent-3-bedroom-2/6568995717.html,3BR,2Ba,1600ft2,house,3,6,0,0,0,1,0,6,124,https://sfbay.craigslist.org/nby/apa/d/house-for-rent-3-bedroom-2/6568995717.html
https://sfbay.craigslist.org/nby/apa/d/huge-6-bed-3-full-bath-in/6560296358.html,6BR,3Ba,2430ft2,house,3,2,1,1,0,0,0,5,128,https://sfbay.craigslist.org/nby/apa/d/huge-6-bed-3-full-bath-in/6560296358.html
https://sfbay.craigslist.org/nby/apa/d/ignacio-hill-apts-1-1/6569238068.html,1BR,1Ba,650ft2,apartment,2,4,1,0,0,1,0,6,111,https://sfbay.craigslist.org/nby/apa/d/ignacio-hill-apts-1-1/6569238068.html
https://sfbay.craigslist.org/nby/apa/d/ignacio-hill-apts-studio/6569240553.html,0BR,1Ba,650ft2,apartment,2,4,1,0,0,1,0,6,111,https://sfbay.craigslist.org/nby/apa/d/ignacio-hill-apts-studio/6569240553.html
https://sfbay.craigslist.org/nby/apa/d/immaculate-home-in-hamilton/6542095150.html,4BR,2.5Ba,available mar 24,house,5,6,0,1,0,1,0,9,132,https://sfbay.craigslist.org/nby/apa/d/immaculate-home-in-hamilton/6542095150.html
https://sfbay.craigslist.org/nby/apa/d/inviting-clubhouse-public/6565127835.html,2BR,2Ba,1021ft2,apartment,0,0,0,0,0,0,0,9,243,https://sfbay.craigslist.org/nby/apa/d/inviting-clubhouse-public/6565127835.html
https://sfbay.craigslist.org/nby/apa/d/inviting-clubhouse-state-of/6569370645.html,1BR,1Ba,716ft2,apartment,0,0,0,0,0,0,0,9,250,https://sfbay.craigslist.org/nby/apa/d/inviting-clubhouse-state-of/6569370645.html
https://sfbay.craigslist.org/nby/apa/d/jc-ridgway-hist-dist-large-1br/6569164382.html,1BR,1Ba,750ft2,apartment,2,2,1,0,0,1,0,9,147,https://sfbay.craigslist.org/nby/apa/d/jc-ridgway-hist-dist-large-1br/6569164382.html
https://sfbay.craigslist.org/nby/apa/d/kentwood-apartments-applying/6550834855.html,1BR,1Ba,685ft2,apartment,2,4,1,1,0,0,0,6,186,https://sfbay.craigslist.org/nby/apa/d/kentwood-apartments-applying/6550834855.html
https://sfbay.craigslist.org/nby/apa/d/lake-views-light-filled/6556268853.html,0BR,1Ba,available apr 1,apartment,0,2,0,0,0,1,0,3,70,https://sfbay.craigslist.org/nby/apa/d/lake-views-light-filled/6556268853.html
https://sfbay.craigslist.org/nby/apa/d/large-4bd-35ba-mill-valley/6561027139.html,4BR,3.5Ba,4208ft2,house,5,6,0,0,0,1,0,18,554,https://sfbay.craigslist.org/nby/apa/d/large-4bd-35ba-mill-valley/6561027139.html
https://sfbay.craigslist.org/nby/apa/d/large-6-bed-3-full-bath-home/6560163761.html,6BR,3Ba,2430ft2,house,3,2,1,1,0,0,0,19,128,https://sfbay.craigslist.org/nby/apa/d/large-6-bed-3-full-bath-home/6560163761.html
https://sfbay.craigslist.org/nby/apa/d/large-walk-in-closets/6569376071.html,3BR,2Ba,1156ft2,apartment,0,0,0,0,0,0,0,9,241,https://sfbay.craigslist.org/nby/apa/d/large-walk-in-closets/6569376071.html
https://sfbay.craigslist.org/nby/apa/d/last-minute-move-stop-by/6569388117.html,2BR,2Ba,896ft2,apartment,2,4,1,1,0,1,0,14,371,https://sfbay.craigslist.org/nby/apa/d/last-minute-move-stop-by/6569388117.html
https://sfbay.craigslist.org/nby/apa/d/lease-this-large-1bx1b-unit/6569458544.html,1BR,1Ba,870ft2,apartment,5,0,1,1,0,1,0,13,374,https://sfbay.craigslist.org/nby/apa/d/lease-this-large-1bx1b-unit/6569458544.html
https://sfbay.craigslist.org/nby/apa/d/let-us-be-your-calm/6569171225.html,2BR,2Ba,845ft2,apartment,2,4,1,1,0,1,0,8,100,https://sfbay.craigslist.org/nby/apa/d/let-us-be-your-calm/6569171225.html
https://sfbay.craigslist.org/nby/apa/d/light-and-bright-sonoma-duplex/6560394485.html,2BR,1Ba,available apr 13,duplex,3,2,0,0,0,1,0,8,143,https://sfbay.craigslist.org/nby/apa/d/light-and-bright-sonoma-duplex/6560394485.html
https://sfbay.craigslist.org/nby/apa/d/light-and-cheery-1x1s-great/6553541467.html,1BR,1Ba,available may 1,apartment,2,2,1,1,0,1,0,10,296,https://sfbay.craigslist.org/nby/apa/d/light-and-cheery-1x1s-great/6553541467.html
https://sfbay.craigslist.org/nby/apa/d/limitless-style-unreal/6569367865.html,1BR,1.5Ba,959ft2,apartment,5,6,1,1,0,0,0,15,416,https://sfbay.craigslist.org/nby/apa/d/limitless-style-unreal/6569367865.html
https://sfbay.craigslist.org/nby/apa/d/live-at-the-center-of-modern/6569317999.html,2BR,1.5Ba,1028ft2,apartment,2,3,1,1,0,1,1,8,119,https://sfbay.craigslist.org/nby/apa/d/live-at-the-center-of-modern/6569317999.html
https://sfbay.craigslist.org/nby/apa/d/location-location-location/6569141466.html,3BR,2Ba,2400ft2,house,2,6,1,1,0,1,0,6,153,https://sfbay.craigslist.org/nby/apa/d/location-location-location/6569141466.html
https://sfbay.craigslist.org/nby/apa/d/location-location/6569032471.html,2BR,1Ba,available apr 15,apartment,2,4,1,0,0,0,0,4,31,https://sfbay.craigslist.org/nby/apa/d/location-location/6569032471.html
https://sfbay.craigslist.org/nby/apa/d/look-lease-today-and-take/6569234299.html,1BR,1Ba,650ft2,apartment,5,0,1,1,0,1,0,17,571,https://sfbay.craigslist.org/nby/apa/d/look-lease-today-and-take/6569234299.html
https://sfbay.craigslist.org/nby/apa/d/looking-for-flexible-options/6569252393.html,2BR,2Ba,970ft2,apartment,5,0,1,1,0,1,0,19,388,https://sfbay.craigslist.org/nby/apa/d/looking-for-flexible-options/6569252393.html
https://sfbay.craigslist.org/nby/apa/d/love-your-new-home-at-the/6569449193.html,1BR,1Ba,780ft2,apartment,5,5,1,1,0,0,1,9,162,https://sfbay.craigslist.org/nby/apa/d/love-your-new-home-at-the/6569449193.html
https://sfbay.craigslist.org/nby/apa/d/lovely-3-bedroom-2-bath-house/6569467408.html,3BR,2Ba,1812ft2,house,5,0,0,0,0,1,0,9,149,https://sfbay.craigslist.org/nby/apa/d/lovely-3-bedroom-2-bath-house/6569467408.html
https://sfbay.craigslist.org/nby/apa/d/lovely-lakefront-home-huge/6566603866.html,4BR,3Ba,2100ft2,house,5,5,1,0,0,1,0,8,137,https://sfbay.craigslist.org/nby/apa/d/lovely-lakefront-home-huge/6566603866.html
https://sfbay.craigslist.org/nby/apa/d/lovely-upgraded-kentfield-2bd/6562531798.html,2BR,2Ba,available may 1,duplex,5,5,0,0,0,1,0,11,449,https://sfbay.craigslist.org/nby/apa/d/lovely-upgraded-kentfield-2bd/6562531798.html
https://sfbay.craigslist.org/nby/apa/d/lovely-victorian-executive/6569135717.html,2BR,1.5Ba,1200ft2,house,4,3,0,0,0,0,0,9,112,https://sfbay.craigslist.org/nby/apa/d/lovely-victorian-executive/6569135717.html
https://sfbay.craigslist.org/nby/apa/d/lrg-2x2-in-garden-style/6566027233.html,2BR,2Ba,1240ft2,apartment,5,4,1,1,0,1,0,11,221,https://sfbay.craigslist.org/nby/apa/d/lrg-2x2-in-garden-style/6566027233.html
https://sfbay.craigslist.org/nby/apa/d/luxury-one-bedroom-napa/6557315413.html,1BR,1Ba,997ft2,condo,5,2,0,0,0,0,0,24,184,https://sfbay.craigslist.org/nby/apa/d/luxury-one-bedroom-napa/6557315413.html
https://sfbay.craigslist.org/nby/apa/d/luxury-yacht-club-style/6554448443.html,2BR,2Ba,1080ft2,apartment,5,4,1,1,0,0,0,18,463,https://sfbay.craigslist.org/nby/apa/d/luxury-yacht-club-style/6554448443.html
https://sfbay.craigslist.org/nby/apa/d/majestic-mill-valley-4bd-3ba/6550097577.html,4BR,3Ba,2772ft2,house,5,5,1,1,0,1,0,23,563,https://sfbay.craigslist.org/nby/apa/d/majestic-mill-valley-4bd-3ba/6550097577.html
https://sfbay.craigslist.org/nby/apa/d/majestic-views-plentiful/6569361754.html,1BR,1Ba,790ft2,apartment,2,4,1,1,0,1,0,6,200,https://sfbay.craigslist.org/nby/apa/d/majestic-views-plentiful/6569361754.html
https://sfbay.craigslist.org/nby/apa/d/meticulous-east-side-home/6553009927.html,3BR,2.5Ba,2000ft2,house,5,5,0,1,1,0,0,16,206,https://sfbay.craigslist.org/nby/apa/d/meticulous-east-side-home/6553009927.html
https://sfbay.craigslist.org/nby/apa/d/mid-century-home-for-rent/6564074286.html,3BR,2Ba,1800ft2,apartment,0,0,0,0,0,1,0,12,88,https://sfbay.craigslist.org/nby/apa/d/mid-century-home-for-rent/6564074286.html
https://sfbay.craigslist.org/nby/apa/d/mill-valley-strawberry-nicely/6563754609.html,2BR,1Ba,available apr 17,apartment,4,4,0,0,0,1,0,6,122,https://sfbay.craigslist.org/nby/apa/d/mill-valley-strawberry-nicely/6563754609.html
https://sfbay.craigslist.org/nby/apa/d/modern-condo-in-san-rafael/6550871621.html,2BR,1.5Ba,1328ft2,apartment,5,5,0,0,0,1,0,14,89,https://sfbay.craigslist.org/nby/apa/d/modern-condo-in-san-rafael/6550871621.html
https://sfbay.craigslist.org/nby/apa/d/modern-tile-backsplash-state/6567474167.html,1BR,1Ba,716ft2,apartment,0,0,0,0,0,0,0,9,250,https://sfbay.craigslist.org/nby/apa/d/modern-tile-backsplash-state/6567474167.html
https://sfbay.craigslist.org/nby/apa/d/montevilla-apts-water-garbage/6552853468.html,2BR,1Ba,available mar 5,apartment,2,4,0,0,0,1,0,7,214,https://sfbay.craigslist.org/nby/apa/d/montevilla-apts-water-garbage/6552853468.html
https://sfbay.craigslist.org/nby/apa/d/napa-valley-studio-cottage-in/6564930469.html,0BR,1Ba,350ft2,apartment,2,2,0,0,0,0,0,14,150,https://sfbay.craigslist.org/nby/apa/d/napa-valley-studio-cottage-in/6564930469.html
https://sfbay.craigslist.org/nby/apa/d/new-2-bedroom-suite-pool-on/6557494368.html,2BR,1Ba,930ft2,apartment,2,2,0,0,0,1,0,13,286,https://sfbay.craigslist.org/nby/apa/d/new-2-bedroom-suite-pool-on/6557494368.html
https://sfbay.craigslist.org/nby/apa/d/newly-remodeled-novato-home/6566993519.html,3BR,2Ba,1247ft2,house,3,6,0,0,0,1,0,14,191,https://sfbay.craigslist.org/nby/apa/d/newly-remodeled-novato-home/6566993519.html
https://sfbay.craigslist.org/nby/apa/d/newly-renovated-1x1-with-d-in/6567516851.html,1BR,1Ba,790ft2,apartment,5,4,1,1,0,1,0,15,176,https://sfbay.craigslist.org/nby/apa/d/newly-renovated-1x1-with-d-in/6567516851.html
https://sfbay.craigslist.org/nby/apa/d/newly-updated-condo-available/6569515895.html,2BR,1Ba,900ft2,condo,5,5,0,0,0,1,0,4,89,https://sfbay.craigslist.org/nby/apa/d/newly-updated-condo-available/6569515895.html
https://sfbay.craigslist.org/nby/apa/d/newly-updated-unit-in-tiburon/6569164598.html,1BR,0Ba,700ft2,apartment,2,4,1,1,0,1,0,9,155,https://sfbay.craigslist.org/nby/apa/d/newly-updated-unit-in-tiburon/6569164598.html
https://sfbay.craigslist.org/nby/apa/d/night-patrol-fitness-center/6569182370.html,2BR,2Ba,1350ft2,apartment,5,4,1,1,0,1,0,9,246,https://sfbay.craigslist.org/nby/apa/d/night-patrol-fitness-center/6569182370.html
