,title,link,hood,price
512,"Breakfast Bar, Public Parks Nearby, Stainless Steel Appliances",https://sfbay.craigslist.org/nby/apa/d/breakfast-bar-public-parks/6568489050.html,(santa rosa),$2515
513,Private Studio ~Ready for Spring Living ~,https://sfbay.craigslist.org/nby/apa/d/private-studio-ready-for/6568481465.html,(west marin),$1240
514,"State of the art Business Center, Soothing Spa, Recreation Room",https://sfbay.craigslist.org/nby/apa/d/state-of-the-art-business/6568481093.html,,$2880
515,"Public Transportation, Quartz Countertops, Modern Tile Backsplash",https://sfbay.craigslist.org/nby/apa/d/public-transportation-quartz/6568473904.html,,$2070
516,"Tear Drop Lighting, Public Transportation, Sparkling Swimming Pool",https://sfbay.craigslist.org/nby/apa/d/tear-drop-lighting-public/6568478405.html,,$2495
517,Beautiful furnished 1 bedroom apt on private property..,https://sfbay.craigslist.org/nby/apa/d/beautiful-furnished-1-bedroom/6568462706.html,(san rafael),$2600
518,GREAT APARTMENT,https://sfbay.craigslist.org/nby/apa/d/great-apartment/6568476227.html,(sebastopol),$1850
519,"State of the art Business Center, Pool Side Community BBQ, Dishwasher",https://sfbay.craigslist.org/nby/apa/d/state-of-the-art-business/6568474977.html,,$2375
520,"֍ Petaluma Apartment Homes, Dog Park & Washing Center, Club House",https://sfbay.craigslist.org/nby/apa/d/petaluma-apartment-homes-dog/6566670521.html,,$2334
521,"Inviting Clubhouse, Cathedral Ceilings, Scenic View",https://sfbay.craigslist.org/nby/apa/d/inviting-clubhouse-cathedral/6566710687.html,(novato),$2210
522,Life Just Got Better! Free Rent! Limited Availability!,https://sfbay.craigslist.org/nby/apa/d/life-just-got-better-free/6568472413.html,(corte madera),$3205
523,Nice 2 Bd 1 BA 1 car garage - OPEN TODAY 4:30 to 5:30,https://sfbay.craigslist.org/nby/apa/d/nice-2-bd-1-ba-1-car-garage/6568471370.html,(santa rosa),$1685
524,Walk to Downtown! Very Clean 1bd w/Great Sunlight,https://sfbay.craigslist.org/nby/apa/d/walk-to-downtown-very-clean/6558440254.html,(santa rosa),$1450
525,"Firepit, Sparkling Pool, Renovated Homes with Washer/Dryer!",https://sfbay.craigslist.org/nby/apa/d/firepit-sparkling-pool/6566728945.html,(santa rosa),$2395
526,"$1750 2BR 1Ba, Upstairs w/Garage (Napa)",https://sfbay.craigslist.org/nby/apa/d/1750-2br-1ba-upstairs-garage/6564165282.html,(napa county),$1750
527,"Large Walk In Closets, Sparkling Swimming Pool, Carpeting",https://sfbay.craigslist.org/nby/apa/d/large-walk-in-closets/6566653574.html,,$2375
528,"Dishwasher, Sparkling Swimming Pool, Modern Tile Backsplash",https://sfbay.craigslist.org/nby/apa/d/dishwasher-sparkling-swimming/6568442565.html,,$2880
529,"Nightly Courtesy Patrol, Carpeting, Tear Drop Lighting",https://sfbay.craigslist.org/nby/apa/d/nightly-courtesy-patrol/6568441639.html,,$2495
530,"Spacious, Open Floor Plans, Online Resident Services, Scenic View",https://sfbay.craigslist.org/nby/apa/d/spacious-open-floor-plans/6568440916.html,(novato),$2210
531,Top Floor Apt.  W/Premium Finishes + Xtra Large Living Room!,https://sfbay.craigslist.org/nby/apa/d/top-floor-apt-premium/6551778226.html,(tiburon / belvedere),$5974
532,Take Advantage Of These Beautiful Days Exploring Your New Neighborhood,https://sfbay.craigslist.org/nby/apa/d/take-advantage-of-these/6568437371.html,(santa rosa),$2109
533,Waterfront condo with private boat dockin San Rafael for 6-8months,https://sfbay.craigslist.org/nby/apa/d/waterfront-condo-with-private/6568433363.html,(san rafael),$2300
534,"Carpeting, Public Parks Nearby, State of the art Business Center",https://sfbay.craigslist.org/nby/apa/d/carpeting-public-parks-nearby/6568432981.html,,$2375
535,"High Speed Cable and Internet Ready, Public Parks Nearby, Media Room",https://sfbay.craigslist.org/nby/apa/d/high-speed-cable-and-internet/6568431757.html,,$2020
536,PETALUMA 3 BEDROOM 2 BATHROOM UPGRADED HOUSE-DUPLEX ON WESTSIDE,https://sfbay.craigslist.org/nby/apa/d/petaluma-3-bedroom-2-bathroom/6568430601.html,(petaluma),$2400
537,"Sparkling Swimming Pool, Fully Renovated Apartments, Breakfast Bar",https://sfbay.craigslist.org/nby/apa/d/sparkling-swimming-pool-fully/6568428087.html,(santa rosa),$2435
538,"2 Bedroom, 1 Bathroom In Napa Valley, Easy Access To Hwy & Stores!",https://sfbay.craigslist.org/nby/apa/d/2-bedroom-1-bathroom-in-napa/6568427533.html,(napa county),$2325
539,"Panoramic Views, 24Hr Fitness Membership Included, $500 off Move In",https://sfbay.craigslist.org/nby/apa/d/panoramic-views-24hr-fitness/6568421268.html,(petaluma),$3367
540,"♥ Apartments In the heart of Petaluma, Tennis court, Fire pit",https://sfbay.craigslist.org/nby/apa/d/apartments-in-the-heart-of/6566626513.html,,$2429
541,"4 bedroom,3 bath F section home",https://sfbay.craigslist.org/nby/apa/d/4-bedroom3-bath-section-home/6568409268.html,(rohnert pk / cotati),$4600
542,"$500 off 1st Month, 24Hr Fitness Membership Included!",https://sfbay.craigslist.org/nby/apa/d/500-off-1st-month-24hr/6568408467.html,(petaluma),$2895
543,"BRAND NEW PRICE! GERSTLE PARK 1BR/1BA,REMOD. KIT., BATH, POOL, PARKNG!",https://sfbay.craigslist.org/nby/apa/d/brand-new-price-gerstle-park/6546454260.html,(san rafael),$1995
544,PETALUMA WESTSIDE UPGRADED 3 BED 2 BATH HOUSE/DUPLEX IN PETALUMA,https://sfbay.craigslist.org/nby/apa/d/petaluma-westside-upgraded-3/6563772140.html,(petaluma),$2400
545,"Courtyard Views, $500 off 1st Month, 1yr Movie Theater Access",https://sfbay.craigslist.org/nby/apa/d/courtyard-views-500-off-1st/6568401296.html,(petaluma),$2359
546,Take Advantage of Summer Savings! Newly Renovated 1 Bedroom Poolside!,https://sfbay.craigslist.org/nby/apa/d/take-advantage-of-summer/6564624540.html,,$2100
547,"Fully Renovated Apartments, Carpeting, Tear Drop Lighting",https://sfbay.craigslist.org/nby/apa/d/fully-renovated-apartments/6568398936.html,,$2880
548,"Package Concierge, Quartz Countertops, Media Room",https://sfbay.craigslist.org/nby/apa/d/package-concierge-quartz/6568391841.html,,$2375
549,2 BEDROOM APARTMENT OVERLOOKING VINEYARDS!,https://sfbay.craigslist.org/nby/apa/d/2-bedroom-apartment/6568388176.html,(santa rosa),$2595
550,Beautiful Townhome 2 Bedroom Apartment! Apt. 1,https://sfbay.craigslist.org/nby/apa/d/beautiful-townhome-2-bedroom/6568387966.html,(santa rosa),$2085
551,Lakeshore Cottage,https://sfbay.craigslist.org/nby/apa/d/lakeshore-cottage/6568383571.html,(lake county),$1250
552,This 2BR/2BA Home Has It All!,https://sfbay.craigslist.org/nby/apa/d/this-2br-2ba-home-has-it-all/6568384716.html,(petaluma),$3065
553,"Gourmet Kitchen with Breakfast Bar and Pantry, Dishwasher, Garage",https://sfbay.craigslist.org/nby/apa/d/gourmet-kitchen-with/6568384481.html,,$2495
554,"Recreation Room, Crown Molding, Electric Fireplaces",https://sfbay.craigslist.org/nby/apa/d/recreation-room-crown-molding/6568383363.html,,$2020
555,Vineyard Creek Apartments - Your New Home! Call Today! 1+Den!,https://sfbay.craigslist.org/nby/apa/d/vineyard-creek-apartments/6568383147.html,(santa rosa),$2395
556,Newly Remodeled Apartment - Open House 4/22/18,https://sfbay.craigslist.org/nby/apa/d/newly-remodeled-apartment/6562052423.html,(mill valley),$2525
557,"Dishwasher, Inviting Clubhouse, Package Concierge",https://sfbay.craigslist.org/nby/apa/d/dishwasher-inviting-clubhouse/6566578267.html,,$2020
558,"1X1 WITH SPACIOUS CLOSETS, GRANITE COUNTERTOPS, & MORE",https://sfbay.craigslist.org/nby/apa/d/1x1-with-spacious-closets/6568366472.html,(petaluma),$2166
559,"Stainless Steel Appliances, Fitness Center, Public Transportation",https://sfbay.craigslist.org/nby/apa/d/stainless-steel-appliances/6568362589.html,(santa rosa),$2435
560,Cloverdale Super Sweet Granny Unit,https://sfbay.craigslist.org/nby/apa/d/cloverdale-super-sweet-granny/6561787909.html,(healdsburg / windsor),$1200
561,"Newly Renovated Apartment Homes, Public Parks Nearby, Carpeting",https://sfbay.craigslist.org/nby/apa/d/newly-renovated-apartment/6566575569.html,(novato),$3030
562,"Perfect location, fitness facility , heated Pool.",https://sfbay.craigslist.org/nby/apa/d/perfect-location-fitness/6566587610.html,,$2020
563,"Creekside Setting, Walk to Downtown, 1.5 baths, Sunny Deck",https://sfbay.craigslist.org/nby/apa/d/creekside-setting-walk-to/6568351727.html,(fairfax),$2600
564,"$4k/mo. Forestville beauty, 3b 1.5ba, 2 car garage & quiet.",https://sfbay.craigslist.org/nby/apa/d/4k-mo-forestville-beauty-3b/6568346476.html,(sebastopol),$4
565,Studio in the Heart of Old Town,https://sfbay.craigslist.org/nby/apa/d/studio-in-the-heart-of-old/6568346269.html,(healdsburg / windsor),$1275
566,PAID UTILITIES - Nice and Very Quiet Unit in Historic Building!,https://sfbay.craigslist.org/nby/apa/d/paid-utilities-nice-and-very/6568345072.html,(santa rosa),$1800
567,"Pool Side Community BBQ, Crown Molding, Electric Fireplaces",https://sfbay.craigslist.org/nby/apa/d/pool-side-community-bbq-crown/6568343494.html,,$2495
568,"Carpeting, Public Transportation, Guest Parking Available",https://sfbay.craigslist.org/nby/apa/d/carpeting-public/6568342562.html,,$2375
569,Lovely 2-Bedroom Apartment Available Now!$99 Deposit,https://sfbay.craigslist.org/nby/apa/d/lovely-2-bedroom-apartment/6568330849.html,(napa county),$2399
570,"Package Concierge, Public Parks Nearby, Soothing Spa!",https://sfbay.craigslist.org/nby/apa/d/package-concierge-public/6566534312.html,,$2105
571,FIDO IS WELCOME!!! A Place To Call Home - Free Rent Special!,https://sfbay.craigslist.org/nby/apa/d/fido-is-welcome-place-to-call/6568335426.html,(corte madera),$3205
572,Beautiful 3 bedroom 2 bathroom w/ Hot Tub,https://sfbay.craigslist.org/nby/apa/d/beautiful-3-bedroom-2/6568333873.html,(rohnert pk / cotati),$3200
573,"Available Now! In-Home Washer and Dryer, -12 Miles from San Francisco",https://sfbay.craigslist.org/nby/apa/d/available-now-in-home-washer/6568332717.html,(corte madera),$3295
574,"Everything You Want In Your Next Home-Dishwasher, Washer & Dryer",https://sfbay.craigslist.org/nby/apa/d/everything-you-want-in-your/6568329206.html,(santa rosa),$2109
575,1 Bed.apt SR,https://sfbay.craigslist.org/nby/apa/d/1-bedapt-sr/6568328508.html,(San Rafael),$1800
576,UTILITIES PAID! Showing Today- Lovely Unit in Historic Santa Rosa Bldg,https://sfbay.craigslist.org/nby/apa/d/utilities-paid-showing-today/6568328223.html,(santa rosa),$1800
577,An ideal location on Shelter Ridge,https://sfbay.craigslist.org/nby/apa/d/an-ideal-location-on-shelter/6568325505.html,(mill valley),$2300
578,Views of Mt. Tam from this TOWNHOME! Get 1 MONTH FREE/ $600 Deposit!!!,https://sfbay.craigslist.org/nby/apa/d/views-of-mt-tam-from-this/6568323837.html,(corte madera),$5499
579,Petaluma West Side Cottage includes utilities,https://sfbay.craigslist.org/nby/apa/d/petaluma-west-side-cottage/6565701831.html,(petaluma),$1750
580,PEACEFUL WOODSY BLACK POINT/NOVATO 1-BR 1-BA,https://sfbay.craigslist.org/nby/apa/d/peaceful-woodsy-black-point/6568320645.html,(novato),$2000
581,Charming Temelec Home,https://sfbay.craigslist.org/nby/apa/d/charming-temelec-home/6568318934.html,(sonoma),$2850
582,"Inviting Clubhouse, Dishwasher, Sparkling Swimming Pool",https://sfbay.craigslist.org/nby/apa/d/inviting-clubhouse-dishwasher/6568318257.html,(novato),$3020
583,100 Laurel place,https://sfbay.craigslist.org/nby/apa/d/100-laurel-place/6568317666.html,(san rafael),$1895
584,UTILITIES PAID - Nice and Quiet Unit in DT Santa Rosa - Historic Bldg!,https://sfbay.craigslist.org/nby/apa/d/utilities-paid-nice-and-quiet/6568317249.html,(santa rosa),$1800
585,Nice home in Healdsburg,https://sfbay.craigslist.org/nby/apa/d/nice-home-in-healdsburg/6565241153.html,(healdsburg / windsor),$2500
586,OPEN HOUSE TODAY 4/22 9-2 Corte Madera house on the water with pool,https://sfbay.craigslist.org/nby/apa/d/open-house-todaycorte-madera/6568311956.html,(corte madera),$4825
587,WONDERFUL COTTAGE ON 1 ACRE,https://sfbay.craigslist.org/nby/apa/d/wonderful-cottage-on-1-acre/6562106568.html,(novato),$2000
